 0.00000	 0.000000
 0.01000	 1.000017
 0.02000	 0.943796
 0.03000	 0.946003
 0.04000	 0.945925
 0.05000	 0.945928
 0.06000	 0.945928
 0.07000	 0.945928
 0.08000	 0.945928
 0.09000	 0.945928
 0.10000	 0.945928
 0.11000	 0.945928
 0.12000	 0.945928
 0.13000	 0.945928
 0.14000	 0.945928
 0.15000	 0.945928
 0.16000	 0.945928
 0.17000	 0.945928
 0.18000	 0.945928
 0.19000	 0.945928
 0.20000	 0.945928
 0.21000	 0.945928
 0.22000	 0.945928
 0.23000	 0.945928
 0.24000	 0.945928
 0.25000	 0.945928
 0.26000	 0.945928
 0.27000	 0.945928
 0.28000	 0.945928
 0.29000	 0.945928
 0.30000	 0.945928
 0.31000	 0.945928
 0.32000	 0.945928
 0.33000	 0.945928
 0.34000	 0.945928
 0.35000	 0.945928
 0.36000	 0.945928
 0.37000	 0.945928
 0.38000	 0.945928
 0.39000	 0.945928
 0.40000	 0.945928
 0.41000	 0.945928
 0.42000	 0.945928
 0.43000	 0.945928
 0.44000	 0.945928
 0.45000	 0.945928
 0.46000	 0.945928
 0.47000	 0.945928
 0.48000	 0.945928
 0.49000	 0.945928
 0.50000	 0.945928
